name,tipo,centralidad_grado,centralidad_eigen,centralidad_intermediacion,centralidad_cercania,componente
UPOEG,actor,1,0.0002664536,0,284.976984127,2
UPREZ,actor,4,0.0036647579,7091.582291644,375.094047619,2
UPRN,actor,2,0.0004479681,178.2250305622,325.7952380952,2
UPVA 28 Oct,actor,1,7.14393840147783E-05,0,268.7904761905,2
Vertebra,actor,1,2.56586154766801E-18,0,2.5,9
VíaCiudadana,actor,1,2.89529226121616E-18,0,2.5,9
VO,actor,1,2.8732061224854E-06,0,235.3206349206,2
VoluntariosxLapaz,actor,1,3.49716181685839E-18,0,5.0833333333,3
#YoSoy132-CDMX,actor,7,0.0008518197,26587.9086957136,341.594047619,2
#YoSoy132-Gro,actor,1,0.0002741889,0,311.9547619048,2
#YoSoy132-Pue,actor,1,0.0001089154,0,272.2218253968,2
#YoSoy132-Qro,actor,1,2.81427423596391E-18,0,2,1
#YoSoy132-SLP,actor,2,4.9238569968044E-18,9,4,5
#YoSoy132-Zac,actor,1,5.29315266706845E-07,0,227.6536796537,2
#Yosoyred,actor,1,2.87320612248718E-06,0,235.3206349206,2
C-001,evento,4,0.0006777102,5346.9406808038,355.0932539683,2
C-002,evento,5,1.11901840120601E-17,66.125,12.5,6
C-003,evento,4,9.28055172330786E-18,45.125,11.8333333333,6
C-004,evento,6,0.0002092164,7985,306.221031746,2
C-005,evento,5,7.46052349856741E-18,66.125,12.5,6
C-006,evento,4,1.0855244682226E-17,45.125,11.8333333333,6
C-007,evento,3,6.48792175621825E-18,23.125,11.1666666667,6
C-008,evento,13,0.0001270997,24032.0709631178,343.8408730159,2
C-009,evento,4,8.45506752435499E-05,3259.6125956726,259.3015873016,2
C-010,evento,6,0.0001633309,6793.7392495297,347.9551587302,2
C-011,evento,16,0.0050063486,21643.563888541,398.1428571429,2
C-012,evento,7,8.66338612273465E-06,8227.9197488836,251.7346320346,2
C-013,evento,3,0.0058028004,2980.5465093588,348.9761904762,2
C-014,evento,7,0.0040801852,3747.2253992269,378.8373015873,2
C-015,evento,6,0.0030342461,841.2136815933,348.2742063492,2
C-016,evento,12,0.0044606989,32584.0939357719,396.8777777778,2
C-017,evento,9,0.0061370406,10778.0893460424,366.4623015873,2
C-018,evento,4,0.0058228775,5765.0198083158,350.1595238095,2
C-019,evento,9,0.0022724691,9083.3143266628,370.4801587302,2
C-020,evento,9,0.0028554486,11896.1287882656,379.403968254,2
C-021,evento,8,0.0035748935,9690.5470303249,381.3373015873,2
C-022,evento,3,9.96355480164052E-06,3197,257.619047619,2
C-023,evento,4,0.0054199777,5656.2261817303,350.15,2
C-024,evento,7,0.005902621,18763.1161016115,376.8400793651,2
C-025,evento,8,6.63312573560375E-06,9669.5495862865,263.4115079365,2
C-026,evento,4,0.000124195,3994,244.8112914863,2
C-027,evento,4,0.000124195,3994,244.8112914863,2
C-028,evento,12,0.0020265509,12162.3408072908,366.7884920635,2
C-029,evento,4,4.44764498401534E-07,956.4,234.0472582973,2
C-030,evento,4,4.44764498402563E-07,956.4,234.0472582973,2
C-031,evento,4,4.44764498400773E-07,956.4,234.0472582973,2
C-032,evento,4,4.44764498405312E-07,956.4,234.0472582973,2
C-033,evento,4,4.44764498406268E-07,956.4,234.0472582973,2
C-034,evento,3,0.000108649,1604.2673113241,241.7768037518,2
C-035,evento,4,0.0005951084,3203.2464399199,272.1551226551,2
C-036,evento,3,0.0162972613,874.185875081,351.1317460317,2
C-037,evento,3,0.0163847369,875.5569845689,354.1686507937,2
C-038,evento,6,0.0005805839,7985,345.6277777778,2
C-039,evento,8,0.000686862,9432.3805591842,354.8337301587,2
C-040,evento,6,0.0058615193,7771.5465093588,350.9761904762,2
C-041,evento,3,3.69635830352698E-18,9,4.1666666667,5
C-042,evento,3,0.0161457058,3549.2415074256,354.1650793651,2
C-043,evento,6,0.0007871363,6703.48871321,346.5444444444,2
C-044,evento,3,0.0046063093,788.9943109308,354.1214285714,2
C-045,evento,4,0.0059803366,2199.126824655,347.9063492063,2
C-046,evento,5,0.0061087144,6301.4748589461,380.976984127,2
C-047,evento,4,0.0208267422,2501.9181328634,393.6908730159,2
C-048,evento,4,0.0208267422,2501.9181328634,393.6908730159,2
C-049,evento,4,0.0208267422,2501.9181328634,393.6908730159,2
C-050,evento,3,0.016224759,4442.1858448407,354.1650793651,2
C-051,evento,3,0.0006052476,233.8178684914,271.4884559885,2
C-052,evento,3,0.0006052476,233.8178684914,271.4884559885,2
C-053,evento,3,0.0006052476,233.8178684914,271.4884559885,2
C-054,evento,3,0.0006052476,233.8178684914,271.4884559885,2
C-055,evento,3,0.0006052476,233.8178684914,271.4884559885,2
C-056,evento,3,0.0006052476,233.8178684914,271.4884559885,2
C-057,evento,3,0.0006052476,233.8178684914,271.4884559885,2
C-058,evento,4,0.0208267422,2501.9181328634,393.6908730159,2
C-059,evento,4,0.0208267422,2501.9181328634,393.6908730159,2
C-060,evento,12,0.0191425067,22925.2550578872,412.128968254,2
C-061,evento,12,0.0027819172,13018.0460195654,384.45,2
C-062,evento,5,0.0217469424,4014.4565723271,386.1527777778,2
C-063,evento,5,0.0052279287,3253.2902241126,354.8047619048,2
C-064,evento,4,0.0052104714,1655.2902241126,354.1380952381,2
C-065,evento,7,0.0060948025,12017.9384226343,394.428968254,2
C-066,evento,3,1.11554589449516E-19,3,3,14
C-067,evento,10,0.0411606491,28863.1839371028,450.8924603175,2
C-068,evento,5,4.98043657155513E-05,6390,279.5408730159,2
C-069,evento,23,0.0541036171,76556.4939455479,461.2880952381,2
C-070,evento,4,0.0202736963,4372.5993725017,395.7932539683,2
C-071,evento,7,0.0034522026,6195.1440068302,367.1142857143,2
C-072,evento,6,0.0071560912,20108.3927318243,383.169047619,2
C-073,evento,4,0.0216330071,3374.4382559347,386.3861111111,2
C-074,evento,7,0.0427299847,9982.3727984637,394.7412698413,2
C-075,evento,3,3.84313919365584E-18,3,3,1
C-076,evento,9,0.016417742,27302.438820368,382.8531746032,2
C-077,evento,3,4.54166951402206E-05,3197,275.6686507937,2
C-078,evento,6,0.0018879483,6668.7859219664,334.3194444444,2
C-079,evento,4,0.0157980031,14121.5338546073,354.1150793651,2
C-080,evento,6,0.0772893686,6222.7737877788,424.6615079365,2
C-081,evento,4,1.49624311838773E-05,3994.5,257.3444444444,2
C-082,evento,3,4.006154027553E-18,3,3,20
C-083,evento,5,4.980436571555E-05,6390,279.5408730159,2
C-084,evento,6,0.0058555367,6388.5,348.3396825397,2
C-085,evento,4,1.19403348127222E-05,4794,278.4571428571,2
C-086,evento,3,1.49124681618084E-05,2396.5,256.6777777778,2
C-087,evento,3,0.0057970729,1594.5,346.3396825397,2
C-088,evento,4,0.0001649402,1634.1337458892,254.5903679654,2
C-089,evento,5,0.006049838,4675.9382242643,361.9777777778,2
C-090,evento,11,0.0029638596,23026.006652539,391.4880952381,2
C-091,evento,6,4.99729254643169E-05,7985,280.2075396825,2
C-092,evento,3,0.0214740427,1851.8857790425,385.0694444444,2
C-093,evento,4,0.0001143219,3616.7900842032,333.2365079365,2
C-094,evento,8,3.62085733060837E-05,15752.4849610009,312.7226190476,2
C-095,evento,8,0.0001575808,11172,311.4146825397,2
C-096,evento,5,0.0098706648,4855.5754901169,350.8384920635,2
C-097,evento,13,4.42808327962277E-06,16336.3115938105,286.5476911977,2
C-098,evento,6,9.86757795324734E-06,7985,258.4738095238,2
C-099,evento,3,0.0098705251,479.7249908127,349.5051587302,2
C-100,evento,4,0.0057806546,9694.0680890958,350.5765873016,2
C-101,evento,6,6.45674202311669E-18,15,6,16
C-102,evento,4,0.0044060885,13989.5412889423,385.2261904762,2
C-103,evento,5,0.015379759,2546.5469456687,369.4194444444,2
C-104,evento,8,0.015479065,7852.2467858579,375.7884920635,2
C-105,evento,8,0.0008360356,8460.496860511,262.7373737374,2
C-106,evento,3,0.0267946888,2744.0412132799,396.7599206349,2
C-107,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-108,evento,5,0.0159523208,16378.1126409964,358.8753968254,2
C-109,evento,6,0.0310539937,6432.2036256734,399.7932539683,2
C-110,evento,3,0.0054236812,1853.5065388182,354.8996031746,2
C-111,evento,10,0.0930571325,18040.7851003957,450.9924603175,2
C-112,evento,4,0.0004892834,3022.5802030948,289.3396825397,2
C-113,evento,7,0.031212014,7792.2174309941,400.4599206349,2
C-114,evento,3,0.0003794678,3197,239.998015873,2
C-115,evento,3,0.0007536332,1608.6121251691,285.0786796537,2
C-116,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-117,evento,7,0.0076353416,3959.6284083888,364.8603174603,2
C-118,evento,8,0.0120641558,3485.0729395697,354.4896825397,2
C-119,evento,5,0.0001362346,1084.7186144549,334.1865079365,2
C-120,evento,5,0.0001362346,1084.7186144549,334.1865079365,2
C-121,evento,5,0.0001362346,1084.7186144549,334.1865079365,2
C-122,evento,5,0.0001362346,1084.7186144549,334.1865079365,2
C-123,evento,5,0.0001362346,1084.7186144549,334.1865079365,2
C-124,evento,5,0.0001362346,1084.7186144549,334.1865079365,2
C-125,evento,5,0.0001362346,1084.7186144549,334.1865079365,2
C-126,evento,5,0.0001362346,1084.7186144549,334.1865079365,2
C-127,evento,5,0.0001362346,1084.7186144549,334.1865079365,2
C-128,evento,5,0.0001362346,1084.7186144549,334.1865079365,2
C-129,evento,5,0.0001362346,1084.7186144549,334.1865079365,2
C-130,evento,5,0.0001362346,1084.7186144549,334.1865079365,2
C-131,evento,4,0.0365717219,14428.1206964228,359.2674603175,2
C-132,evento,3,0.0172543438,1620.5802686471,366.076984127,2
C-133,evento,4,0.0161377002,7924.865475723,377.2817460317,2
C-134,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-135,evento,4,0.0157918342,12099.5783666873,352.9650793651,2
C-136,evento,5,0.0309502973,4834.2036256734,399.1265873016,2
C-137,evento,3,0.1136379953,532.6269243055,355.7170634921,2
C-138,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-139,evento,3,0.1128790681,1599.2935909721,355.7170634921,2
C-140,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-141,evento,3,0.0162972613,874.185875081,351.1317460317,2
C-142,evento,5,0.011273637,5133.4615110839,368.3861111111,2
C-143,evento,3,0.1128803352,6384.2935909721,356.2337301587,2
C-144,evento,4,0.1285648842,2752.0665506612,391.9134920635,2
C-145,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-146,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-147,evento,3,0.0410206505,2291.7120094312,377.8079365079,2
C-148,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-149,evento,8,0.0002462098,6075.8224660431,360.826984127,2
C-150,evento,6,0.0130587281,11378.5705488751,408.8472222222,2
C-151,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-152,evento,4,0.0217525476,5310.4938465548,386.6527777778,2
C-153,evento,4,0.1484399814,1834.3506326487,381.9722222222,2
C-154,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-155,evento,3,0.128137005,1153.0665506612,391.2468253968,2
C-156,evento,3,0.1136379953,532.6269243055,355.7170634921,2
C-157,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-158,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-159,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-160,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-161,evento,6,0.0702257718,6266.8747237827,420.6496031746,2
C-162,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-163,evento,4,0.1285648842,2752.0665506612,391.9134920635,2
C-164,evento,7,0.0929751846,10549.2072045747,446.9615079365,2
C-165,evento,3,0.1128790681,1599.2935909721,355.7170634921,2
C-166,evento,3,0.1128790681,1599.2935909721,355.7170634921,2
C-167,evento,3,0.0058599334,1802.2761638944,353.4051587302,2
C-168,evento,3,0.1136379953,532.6269243055,355.7170634921,2
C-169,evento,4,0.1484399814,1834.3506326487,381.9722222222,2
C-170,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-171,evento,4,0.1484399814,1834.3506326487,381.9722222222,2
C-172,evento,3,0.1479459556,235.3506326487,381.3055555556,2
C-173,evento,5,2.86748938649488E-05,3501.1050806314,276.8678571429,2
C-174,evento,6,0.0012447769,5677.182070656,364.376984127,2
C-175,evento,12,0.1163158,16210.3040174452,437.3138888889,2
C-176,evento,3,0.1128790681,1599.2935909721,355.7170634921,2
C-177,evento,3,0.0215384811,1853.4152968564,384.8194444444,2
C-178,evento,6,0.0067063064,7937.0457690664,390.0126984127,2
C-179,evento,8,0.0435274306,8769.6932277841,383.4293650794,2
C-180,evento,5,0.001058806,12481.8935586698,379.3400793651,2
C-181,evento,4,0.0157912775,4794,351.7984126984,2
C-182,evento,3,8.74492250484408E-18,23.125,11.1666666667,6
C-183,evento,6,0.0175788775,6001.1808386078,368.5936507937,2
C-184,evento,3,5.0161955903822E-18,9,4.1666666667,5
C-185,evento,4,9.17518966549331E-06,4794,268.4042568543,2
C-186,evento,10,0.0511647194,27710.4155391961,417.0678571429,2
C-187,evento,11,0.000034927,13114.7217880286,297.5063492063,2
C-188,evento,5,1.72168271005843E-05,4992.7269620489,285.080952381,2
C-189,evento,11,0.096966334,18820.7089728994,452.0781746032,2
C-190,evento,4,0.0001214297,4912.7855172252,335.4503968254,2
C-191,evento,6,0.0001673598,6455.2346185253,310.0813492063,2
C-192,evento,5,0.0012863674,3545.3154716968,363.976984127,2
C-193,evento,5,0.0013394018,4904.7354462222,323.4142857143,2
C-194,evento,6,0.0001111957,5451.0652052665,246.908044733,2
C-195,evento,5,4.48813402339758E-05,5264.0454353321,308.6218253968,2
C-196,evento,4,6.25283196694866E-05,4794,270.5567460317,2
C-197,evento,5,8.44188526273626E-18,10,5,19
C-198,evento,4,0.0046038312,3633.6684024358,356.6238095238,2
C-199,evento,3,0.1128790681,1599.2935909721,355.7170634921,2
C-200,evento,3,0.0045878803,1655.6909048868,355.5738095238,2
C-201,evento,4,0.1132572603,3197.2935909721,356.3837301587,2
C-202,evento,5,0.0047528106,11054.4387789996,397.269047619,2
C-203,evento,4,0.0060283757,449.7187895009,347.2182539683,2
C-204,evento,4,0.0060283757,449.7187895009,347.2182539683,2
C-205,evento,4,0.0060283757,449.7187895009,347.2182539683,2
C-206,evento,9,0.008372157,11908.9170948021,397.0853174603,2
C-207,evento,6,0.0404403344,9805.0898504126,399.9650793651,2
C-208,evento,5,7.79679293929429E-05,395.107738764,309.6742063492,2
C-209,evento,5,7.79679293929368E-05,395.107738764,309.6742063492,2
C-210,evento,5,7.79679293929312E-05,395.107738764,309.6742063492,2
C-211,evento,5,7.79679293929403E-05,395.107738764,309.6742063492,2
C-212,evento,5,7.79679293929393E-05,395.107738764,309.6742063492,2
C-213,evento,5,7.79679293929395E-05,395.107738764,309.6742063492,2
C-214,evento,5,7.79679293929465E-05,395.107738764,309.6742063492,2
C-215,evento,5,7.79679293929316E-05,395.107738764,309.6742063492,2
C-216,evento,5,7.79679293929398E-05,395.107738764,309.6742063492,2
C-217,evento,5,7.79679293929382E-05,395.107738764,309.6742063492,2
C-218,evento,5,7.79679293929442E-05,395.107738764,309.6742063492,2
C-219,evento,3,3.3536805975348E-05,1610.0250231971,287.0091991342,2
C-220,evento,10,0.0020323258,21005.5584747896,390.3166666667,2
C-221,evento,5,0.0046187263,4850.6909048868,356.9071428571,2
C-222,evento,4,0.0001050625,3607.9972338056,286.1682539683,2
C-223,evento,4,0.0001740115,4280.5065428904,339.0396825397,2
C-224,evento,11,0.0105979041,16530.2542437365,389.7698412698,2
C-225,evento,14,0.0045031003,12871.8522723101,369.1075396825,2
C-226,evento,6,0.0060299082,39495.1504930623,388.5083333333,2
C-227,evento,7,9.30429367137637E-05,1337.4534888781,311.0075396825,2
C-228,evento,7,9.30429367137601E-05,1337.4534888781,311.0075396825,2
C-229,evento,7,9.3042936713767E-05,1337.4534888781,311.0075396825,2
C-230,evento,7,9.30429367137646E-05,1337.4534888781,311.0075396825,2
C-231,evento,5,0.0001755943,4416.7388648165,338.6091269841,2
C-232,evento,3,0.0166279059,1160.1333745312,352.8341269841,2
C-233,evento,4,0.1285648842,2752.0665506612,391.9134920635,2
C-234,evento,5,0.0175021601,4171.2022630424,367.4103174603,2
C-235,evento,4,4.68685098241048E-18,6,4,13
C-236,evento,10,0.0009807859,18483.6441934528,387.696031746,2
C-237,evento,4,0.0006305102,4021.3750786826,352.6099206349,2
C-238,evento,4,3.65944313353705E-05,1514.2490922202,305.8884920635,2
C-239,evento,4,3.65944313353648E-05,1514.2490922202,305.8884920635,2
C-240,evento,10,0.0006193503,12113.8946642458,356.6003968254,2
C-241,evento,4,9.70408363779861E-18,6,4,9
C-242,evento,6,9.87405383709042E-06,7985,259.230952381,2
C-243,evento,5,0.000057789,5442.371012911,300.6257936508,2
C-244,evento,7,0.0006383445,12091.0895512007,367.4531746032,2
C-245,evento,4,6.02453281966838E-18,27,6.5,3
C-246,evento,8,0.000065417,3782.4330495122,312.0420634921,2
C-247,evento,8,0.000065417,3782.4330495122,312.0420634921,2
C-248,evento,5,0.000010557,5768.6846544204,275.8952380952,2
C-249,evento,3,0.0057578359,3197,346.3396825397,2
C-250,evento,8,0.0005847798,24899.7164879288,351.6091269841,2
C-251,evento,8,0.0013962412,10859.5972439083,357.9313492063,2
C-252,evento,4,0.0001362291,1969.9008207664,340.8615079365,2
C-253,evento,5,0.000136684,3568.9008207664,341.5281746032,2
C-254,evento,4,1.97247478299704E-06,4794,241.4226551227,2
C-255,evento,5,0.0005040171,10150.69726292,324.3694444444,2
C-256,evento,7,4.10454159678733E-05,6537.1643284976,273.6904761905,2
C-257,evento,3,0.0058599334,1802.2761638944,353.4051587302,2
C-258,evento,9,0.0001930964,7528.2011803929,348.6388888889,2
C-259,evento,11,0.0012383355,15207.984504569,328.9472222222,2
C-260,evento,3,0.0037404428,1626.1224598272,352.2666666667,2
C-261,evento,11,0.0055310665,29313.3219543339,424.1452380952,2
C-262,evento,6,0.0066293171,4546.6872379215,401.8142857143,2
C-263,evento,5,0.0064290388,2796.5678343035,349.1063492063,2
C-264,evento,3,0.1129005362,955.1852461663,356.3670634921,2
C-265,evento,8,5.75867313127856E-05,11172,247.3413780664,2
C-266,evento,7,0.0003316464,8981.6127488265,354.8007936508,2
C-267,evento,6,0.0003305352,7384.6127488265,354.1341269841,2
C-268,evento,8,0.0033022531,22581.4579737402,396.9380952381,2
C-269,evento,5,0.0064644895,2995.409678841,401.530952381,2
C-270,evento,3,0.003369479,1299.8918249701,379.8738095238,2
C-271,evento,6,0.0066293171,4546.6872379215,401.8142857143,2
C-272,evento,5,0.0065521724,4127.0243149299,401.1476190476,2
C-273,evento,3,0.0073531767,1395.7381242951,402.8619047619,2
C-274,evento,4,2.20270669793235E-05,4794,263.1507936508,2
C-275,evento,11,0.0242359866,26042.2633687502,442.930952381,2
C-276,evento,4,0.0065741987,1462.3576482633,400.480952381,2
C-277,evento,4,0.0065741987,1462.3576482633,400.480952381,2
C-278,evento,4,0.0065741987,1462.3576482633,400.480952381,2
C-279,evento,3,0.0020919562,3332.9934092874,362.6234126984,2
C-280,evento,3,0.0031809135,5822.9765923151,391.8404761905,2
C-281,evento,3,0.0065085596,930.0243149299,399.8142857143,2
C-282,evento,3,0.0067185479,947.4533667236,400.1976190476,2
C-283,evento,3,0.0067185479,947.4533667236,400.1976190476,2
C-284,evento,4,0.0048790303,1697.2406822288,356.2404761905,2
C-285,evento,7,0.0029976742,36199.1344597063,415.2142857143,2
C-286,evento,4,0.0076433578,1632.5272185842,403.5285714286,2
C-287,evento,3,0.0065085596,930.0243149299,399.8142857143,2
C-288,evento,5,0.008285743,1853.8075497458,404.1952380952,2
C-289,evento,5,7.35264020320644E-05,4567.5149962002,325.6896825397,2
C-290,evento,10,0.0002356331,12912.8528496663,346.1817460317,2
C-291,evento,6,0.0001787583,3926.7276534851,342.1948412698,2
C-292,evento,4,0.0065303667,8905.0243149299,401.130952381,2
C-293,evento,3,0.0060964524,2345.3897654738,399.8142857143,2
C-294,evento,6,0.0065741987,5724.0243149299,401.8142857143,2
C-295,evento,8,6.38066013656522E-05,9088.755476998,283.6761904762,2
C-296,evento,3,0.0060964524,2345.3897654738,399.8142857143,2
C-297,evento,12,0.0028864952,43960.3448971088,386.3880952381,2
C-298,evento,9,0.0032075726,2546.4,380.4071428571,2
C-299,evento,9,0.0032075726,2546.4,380.4071428571,2
C-300,evento,9,0.0032075726,2546.4,380.4071428571,2
C-301,evento,9,0.0032075726,2546.4,380.4071428571,2
C-302,evento,9,0.0032075726,2546.4,380.4071428571,2
C-303,evento,4,0.0079955619,1614.9740028017,403.5285714286,2
C-304,evento,4,0.0065302932,2529.0243149299,400.480952381,2
C-305,evento,3,0.0073531767,1395.7381242951,402.8619047619,2
C-306,evento,11,0.0032045715,59392.5882138791,425.3904761905,2
C-307,evento,4,0.0073777306,2994.7381242951,403.5285714286,2
C-308,evento,10,9.79880736381302E-05,4590.3205950508,322.1206349206,2
C-309,evento,10,9.79880736381302E-05,4590.3205950508,322.1206349206,2
C-310,evento,4,0.0079955619,1614.9740028017,403.5285714286,2
C-311,evento,4,0.0022169586,1631.0954523225,327.6646825397,2
C-312,evento,6,0.0086466773,16261.410879733,428.3833333333,2
C-313,evento,3,0.0037474284,765.9903042292,353.3571428571,2
C-314,evento,3,3.81160879180445E-18,3,3,4
C-315,evento,7,2.15880196676437E-18,45,8.5,3
C-316,evento,8,0.0001964032,4689.4794761888,347.9722222222,2
C-317,evento,4,0.0057877445,3887.1202911436,354.0718253968,2
C-318,evento,3,0.0027992619,5508.4028972972,376.9238095238,2
C-319,evento,3,0.0001210242,3314.7855172252,334.7837301587,2
C-320,evento,6,0.0049346272,3950.2828135622,357.5738095238,2
C-321,evento,9,0.0064638397,4017.2891034792,350.0349206349,2
C-322,evento,9,0.0064638397,4017.2891034792,350.0349206349,2
C-323,evento,4,0.007008729,1174.4081912571,400.8642857143,2
C-324,evento,4,0.0002049583,2076.6968800311,339.0400793651,2
C-325,evento,3,0.0001502627,1853.8401559997,333.9507936508,2
C-326,evento,3,0.0054017421,1680.6493486387,348.0734126984,2
C-327,evento,3,0.0054017421,1680.6493486387,348.0734126984,2
C-328,evento,6,0.0115367182,5870.8973659159,411.8452380952,2
C-329,evento,3,0.0039511323,1617.5069849008,351.8761904762,2
C-330,evento,10,0.0061207012,10302.4578634756,350.7015873016,2
C-331,evento,3,0.000055732,3197,253.5403679654,2
C-332,evento,4,0.0087083441,2092.2925787479,376.0234126984,2
C-333,evento,5,0.0073804365,4301.7093551404,402.430952381,2
C-334,evento,7,0.0074302252,7494.7093551404,403.7642857143,2
C-335,evento,9,0.0067803423,6156.6229449482,364.430952381,2
C-336,evento,8,0.0118239138,6982.1791729057,413.1785714286,2
C-337,evento,6,0.0086235608,17655.2734211227,411.3476190476,2
C-338,evento,4,0.0073557915,2703.7093551404,401.7642857143,2
C-339,evento,4,0.0073804365,1903.7093551404,401.7642857143,2
C-340,evento,4,0.0073804365,1903.7093551404,401.7642857143,2
C-341,evento,6,0.000190195,6481.5100824563,288.4833333333,2
C-342,evento,5,0.0001233196,4984.4069274723,335.4198412698,2
C-343,evento,5,0.0080003218,2911.7103989142,402.8142857143,2
C-344,evento,5,0.0106895847,2705.7209043637,411.1785714286,2
C-345,evento,5,0.0106895847,2705.7209043637,411.1785714286,2
C-346,evento,5,0.0106895847,2705.7209043637,411.1785714286,2
C-347,evento,5,0.0106895847,2705.7209043637,411.1785714286,2
C-348,evento,5,0.0106895847,2705.7209043637,411.1785714286,2
C-349,evento,5,1.76326475623552E-18,10,5,7
C-350,evento,6,0.0001269957,5425.077435826,335.0865079365,2
C-351,evento,9,0.0094483368,8076.758801137,411.8904761905,2
C-352,evento,8,0.0093743273,7261.1044864526,411.2238095238,2
C-353,evento,4,0.0001116438,3199.3333333333,254.5903679654,2
C-354,evento,6,0.0028661674,3540.8286133303,358.7242063492,2
C-355,evento,3,0.0033906959,4640.0291128712,403.7142857143,2
C-356,evento,6,0.0081271563,2379.3300723141,404.8619047619,2
C-357,evento,11,0.0001579122,11571.3151708559,339.2841269841,2
C-358,evento,7,0.0064271058,3994.0524132728,349.2182539683,2
C-359,evento,6,0.0016516099,9239.0720256705,340.8281746032,2
C-360,evento,6,0.0737415279,4911.476315546,414.2757936508,2
C-361,evento,3,0.0449367312,1055.212959223,380.7746031746,2
C-362,evento,3,6.34704814366443E-18,3,3,17
C-363,evento,4,0.0047402661,10283.1667373973,416.4261904762,2
C-364,evento,4,0.0031390831,4996.3077219192,383.9476190476,2
C-365,evento,7,0.0029699853,13640.6436701384,385.2619047619,2
C-366,evento,7,0.0001918025,4335.2011803929,347.3055555556,2
C-367,evento,4,0.0002050597,3177.1057296863,317.6634920635,2
C-368,evento,4,0.0046621369,1881.890311368,356.2404761905,2
C-369,evento,4,0.0045056542,3444.7179058074,391.7595238095,2
C-370,evento,3,4.22245277454918E-18,3,3,15
C-371,evento,5,0.0203416217,5970.5993725017,396.4599206349,2
C-372,evento,4,0.0059671166,3352.3310948979,354.7218253968,2
C-373,evento,3,0.005498973,2130.5549258353,347.0682539683,2
C-374,evento,3,0.0159781739,1709.6288210948,351.5150793651,2
C-375,evento,3,0.0073531767,1395.7381242951,402.8619047619,2
C-376,evento,3,0.0033818196,4410.890032363,352.2761904762,2
C-377,evento,3,0.0004004228,797.75,320.8527777778,2
C-378,evento,3,0.0004004228,797.75,320.8527777778,2
C-379,evento,3,0.0004004228,797.75,320.8527777778,2
C-380,evento,3,0.0004004228,797.75,320.8527777778,2
C-381,evento,4,0.0401487935,6890.5361569169,397.7150793651,2
C-382,evento,4,0.0185377771,21840.9313250632,419.0619047619,2
C-383,evento,3,0.0163847369,875.5569845689,354.1686507937,2
C-384,evento,5,0.0003950352,9689.5493644692,324.4623015873,2
C-385,evento,4,5.43913911979248E-05,2594.2831999131,242.0863275613,2
C-386,evento,4,0.0057558557,3265.5123606237,346.7015873016,2
C-387,evento,4,7.1562368897783E-18,6,4,12
C-388,evento,4,1.92114640778747E-05,3223.6944444445,257.5238095238,2
C-389,evento,6,0.0036498359,10740.497452638,409.430952381,2
C-390,evento,6,0.081678696,16600.7045774275,422.5503968254,2
C-391,evento,4,0.0001814272,4794,287.15,2
C-392,evento,8,0.0009450956,10976.5530678277,337.1246031746,2
C-393,evento,6,0.0141002135,4707.0437441158,375.7091269841,2
C-394,evento,5,0.0018224296,3349.1506868988,307.1146825397,2
C-395,evento,6,0.0001600279,6450.7701931011,286.1563492063,2
C-396,evento,3,0.0201843569,2147.2537450639,392.6408730159,2
C-397,evento,6,0.0015882354,8238.1633774226,367.4964285714,2
C-398,evento,8,0.0001725011,7441.5353701199,305.5234126984,2
C-399,evento,5,0.0230416075,17092.0486285798,434.7952380952,2
C-400,evento,9,0.0001931113,11936.8154649274,350.8007936508,2
C-401,evento,5,0.0004464242,4797.7946011746,295.1365079365,2
C-402,evento,5,0.0038039111,3622.1224598272,353.6,2
C-403,evento,4,0.003791209,2024.1224598272,352.9333333333,2
C-404,evento,4,0.0038039111,1224.1224598272,352.9333333333,2
C-405,evento,4,0.0038039111,1224.1224598272,352.9333333333,2
C-406,evento,9,0.0051289822,34201.312056527,427.5666666667,2
C-407,evento,5,0.0037879269,4709.4647022395,354.1166666667,2
C-408,evento,5,0.004468466,9873.7737019771,407.869047619,2
C-409,evento,4,0.0067409826,2546.4533667236,400.8642857143,2
C-410,evento,9,0.0944641034,15897.9316852535,450.4948412698,2
C-411,evento,4,0.0044515871,3233.3299291468,322.5630952381,2
C-412,evento,3,0.1144796244,318.7195068444,361.1027777778,2
C-413,evento,8,0.0028988354,45906.9607320949,401.5476190476,2
C-414,evento,3,0.1152839586,19750.6688247699,426.969047619,2
