Id,C1x2FechaEvento,C4x1Posicion,C4x2DemText,DemandaFormateada,C4x3ClasificacionLAOMS,C4x3x1SubclasificacionLAOMS,Clasificación en tesis,Ayotzinapa,Reforma educativa
C-081,25/05/2013,En contra,"recurrencia represiva del gobierno de Manuel Velasco Coello y del uso excesivo de la fuerza pública, así como de la actuación de sus funcionarios.","[en contra] recurrencia represiva del gobierno de manuel velasco coello y del uso excesivo de la fuerza pública, así como de la actuación de sus funcionarios",1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,0
C-081,25/05/2013,A favor,liberación de ocho indígenas detenidos el pasado 23 de mayo durante una protesta en San Cristóbal de las Casas.,[a favor] liberación de ocho indígenas detenidos el pasado 23 de mayo durante una protesta en san cristóbal de las casas,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-082,25/05/2013,A favor,autoridades detengan intenciones de Monsanto para sembrar maíz transgénico en un millón de hectáreas de estados del norte de la República.,[a favor] autoridades detengan intenciones de monsanto para sembrar maíz transgénico en un millón de hectáreas de estados del norte de la república,"8. Defensa del espacio, los recursos y la cultura","1. Del medio ambiente, recursos naturales, biológicos y biodiversidad",Medio ambiente,0,0
C-083,25/05/2013,En contra,poner en las mesas la “basura” genéticamente modificada de la compañía Monsanto.,[en contra] poner en las mesas la “basura” genéticamente modificada de la compañía monsanto,"8. Defensa del espacio, los recursos y la cultura","1. Del medio ambiente, recursos naturales, biológicos y biodiversidad",Medio ambiente,0,0
C-083,25/05/2013,A favor,negar a la trasnacional Monsanto la siembra comercial de maíz transgénico en el país,[a favor] negar a la trasnacional monsanto la siembra comercial de maíz transgénico en el país,"8. Defensa del espacio, los recursos y la cultura","1. Del medio ambiente, recursos naturales, biológicos y biodiversidad",Medio ambiente,0,0
C-084,27/05/2013,A favor,Respeto a sus derechos.,[a favor] respeto a los derechos de los detenidos,1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,0
C-084,27/05/2013,A favor,"Liberación de los profesores Mario Olivera Osorio y Lauro Atilano Grijalva, así como de los activistas Sara Altamirano Ramos, Damián Gallardo Martínez y Leonel Manzano Sosa, detenidos el pasado día 17","[a favor] liberación de los profesores mario olivera osorio y lauro atilano grijalva, así como de los activistas sara altamirano ramos, damián gallardo martínez y leonel manzano sosa, detenidos el pasado día 17",4. Justicia,1. Acciones u omisiones de funcionarios públicos - 6. Eficiencia y eficacia de las autoridades de impartición de justicia,Impartición de justicia,0,0
C-084,27/05/2013,A favor,"Participación en las mesas de negociación con la Secretaría de Gobernación, para conocer directamente las investigaciones.","[a favor] participación en las mesas de negociación con la secretaría de gobernación, para conocer directamente las investigaciones",10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-084,27/05/2013,A favor,"Liberación de 2 maestros y 3 activistas sociales detenidos por su presunta participación en el secuestro de los hermanos Álvarez Benfield, sobrinos del presidente del Consejo Coordinador Empresarial.","[a favor] liberación de 2 maestros y 3 activistas sociales detenidos por su presunta participación en el secuestro de los hermanos álvarez benfield, sobrinos del presidente del consejo coordinador empresarial",4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-085,27/05/2013,A favor,"Respeto del precio acordado de 3 mil 700 pesos por tonelada del grano, pues los industriales sólo les ofrecen entre 3 mil 100 y 3 mil 200 pesos con el argumento de que no están enterados del convenio","[a favor] respeto del precio acordado de 3 mil 700 pesos por tonelada del grano, pues los industriales sólo les ofrecen entre 3 mil 100 y 3 mil 200 pesos con el argumento de que no están enterados del convenio",3. Demandas a la administración pública,"2. De regulación del mercado del lado de la oferta (locatarios, taxistas…)",Regulación del mercado,0,0
C-086,27/05/2013,A favor,Liberación de 12 compañeros.,[a favor] liberación de 12 compañeros,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-087,28/05/2013,A favor,"Liberación de 2 maestros y 3 activistas sociales detenidos por su presunta participación en el secuestro de los hermanos Álvarez Benfield, sobrinos del presidente del Consejo Coordinador Empresarial.","[a favor] liberación de 2 maestros y 3 activistas sociales detenidos por su presunta participación en el secuestro de los hermanos álvarez benfield, sobrinos del presidente del consejo coordinador empresarial",4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-088,28/05/2013,En contra,daños que provocará la enmienda constitucional por la Reforma educativa.,[en contra] daños que provocará la enmienda constitucional por la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-089,28/05/2013,En contra,Criminalización de la protesta social.,[en contra] criminalización de la protesta social,1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,0
C-089,28/05/2013,A favor,"Desistimiento del gobierno de la denuncia penal contra Felipe Rodríguez Aguirre y, de su hijo, Jesús Alejandro Rodríguez Nava, acusados de daños a las vías de comunicación.","[a favor] desistimiento del gobierno de la denuncia penal contra felipe rodríguez aguirre y, de su hijo, jesús alejandro rodríguez nava, acusados de daños a las vías de comunicación",4. Justicia,1. Acciones u omisiones de funcionarios públicos - 6. Eficiencia y eficacia de las autoridades de impartición de justicia,Impartición de justicia,0,0
C-089,28/05/2013,A favor,Liberación inmediata de los maestros detenidos por protestar contra la reforma educativa.,[a favor] liberación inmediata de los maestros detenidos por protestar contra la reforma educativa,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,1
C-090,30/05/2013,A favor,"Búsqueda de sus familiares y se les localice con vida, ya que muchos de ellos fueron reportados como desaparecidos desde hace varios años.","[a favor] búsqueda de sus familiares y se les localice con vida, ya que muchos de ellos fueron reportados como desaparecidos desde hace varios años",4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,0,0
C-090,30/05/2013,A favor,Presentación de las políticas públicas encaminadas a la búsqueda de desaparecidos de las autoridades ante los medios de comunicación y resultados inmediatos.,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,0,0
C-091,05/06/2013,En contra,"impunidad que persiste en torno del ex gobernador de Sonora, Eduardo Bours; de la socia fundadora de la guardería ABC, Marcia Matilde Gómez del Campo, prima de Margarita Zavala, esposa de Felipe Calderón, y de Juan Molinar Horcasitas, ex director del IMSS.","[en contra] impunidad que persiste en torno del ex gobernador de sonora, eduardo bours; de la socia fundadora de la guardería abc, marcia matilde gómez del campo, prima de margarita zavala, esposa de felipe calderón, y de juan molinar horcasitas, ex director del imss",4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-091,05/06/2013,A favor,Justicia por la muerte de 49 niños y 70 lesionados más tras cumplirse cuatro años del incendio en la instancia infantil subrogada por el IMSS.,[a favor] justicia por la muerte de 49 niños y 70 lesionados más tras cumplirse cuatro años del incendio en la instancia infantil subrogada por el imss,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-092,28/06/2013,En contra,Reforma educativa.,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-093,03/07/2013,En contra,De la construcción de un relleno sanitario en el municipio de Zapotlán de Juárez,[en contra] de la construcción de un relleno sanitario en el municipio de zapotlán de juárez,3. Demandas a la administración pública,"4. Licencias, placas, uso del suelo, permisos, concesiones",Permisos,0,0
C-093,03/07/2013,A favor,"que el presidente municipal, Belén Arturo Hernández, cumpla obras que prometió y más vigilancia policiaca.","[a favor] que el presidente municipal, belén arturo hernández, cumpla obras que prometió y más vigilancia policiaca",2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),5. Seguridad pública.,Recursos (seguridad),0,0
C-094,07/07/2013,A favor,"Abolir el  Consejo para la Prevención y la Atención Integral de la Obesidad y los Trastornos Alimentarios en el Distrito Federal, iniciando con el retiro del representante de la empresa trasnacional Coca Cola.","[a favor] abolir el consejo para la prevención y la atención integral de la obesidad y los trastornos alimentarios en el distrito federal, iniciando con el retiro del representante de la empresa trasnacional coca cola",7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,0
C-094,07/07/2013,A favor,"Reformar la Ley para la Prevención y el Tratamiento de la Obesidad para establecer como obligación la provisión gratuita de agua potable para beber en todas las escuelas; regular la publicidad de alimentos y bebidas no saludables dirigida a la infancia, y prohibir regalos y promociones en paquetes para niños","[a favor] reformar la ley para la prevención y el tratamiento de la obesidad para establecer como obligación la provisión gratuita de agua potable para beber en todas las escuelas; regular la publicidad de alimentos y bebidas no saludables dirigida a la infancia, y prohibir regalos y promociones en paquetes para niños",7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,0
C-094,07/07/2013,A favor,establecer medidas fiscales para desincentivar el consumo de refrescos y destinar sus recursos a modificar el ambiente obesigénico y establecer una medida máxima para las bebidas azucaradas que se venden en restaurantes y espacios públicos,[a favor] establecer medidas fiscales para desincentivar el consumo de refrescos y destinar sus recursos a modificar el ambiente obesigénico y establecer una medida máxima para las bebidas azucaradas que se venden en restaurantes y espacios públicos,3. Demandas a la administración pública,"2. De regulación del mercado del lado de la oferta (locatarios, taxistas…)",Regulación del mercado,0,0
C-094,07/07/2013,A favor,"Declarar emergencia en salud al DF por los altos índices de sobrepeso, obesidad, diabetes y muerte por éstas","[a favor] declarar emergencia en salud al df por los altos índices de sobrepeso, obesidad, diabetes y muerte por éstas",3. Demandas a la administración pública,1. Demandas de que la autoridad haga su trabajo,Trabajo de autoridades,0,0
C-095,17/07/2013,A favor,libertad de los cinco héroes cubanos presos en Estados Unidos,[a favor] libertad de los cinco héroes cubanos presos en estados unidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-095,17/07/2013,A favor,devolución del territorio de Guantánamo a Cuba y el cierre de dicha prisión,[a favor] devolución del territorio de guantánamo a cuba y el cierre de dicha prisión,9. Solidaridad de nacionales con extranjeros,,Solidaridad con extranjeros,0,0
C-095,17/07/2013,A favor,término del bloqueo económico de más de 50 años,[a favor] término del bloqueo económico de más de 50 años,9. Solidaridad de nacionales con extranjeros,,Solidaridad con extranjeros,0,0
C-096,17/07/2013,A favor,"que se instalen mesas con los gobernadores y procuradurías estatales involucradas: estado de México, Oaxaca, Zacatecas, Puebla y Guerrero, entre otras, de manera particular (reforma educativa)","[a favor] que se instalen mesas con los gobernadores y procuradurías estatales involucradas: estado de méxico, oaxaca, zacatecas, puebla y guerrero, entre otras, de manera particular (reforma educativa)",10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,1
C-096,17/07/2013,En contra,que los partidos políticos sigan elaborando unas leyes que tienen escondidas,[en contra] que los partidos políticos sigan elaborando unas leyes que tienen escondidas,7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,0
C-096,17/07/2013,A favor,Queremos un compromiso serio de que efectivamente este esfuerzo de consulta a miles de maestros será escuchado; que la SG entregue los resolutivos alcanzados a los integrantes del Pacto por México y a los legisladores,[a favor] queremos un compromiso serio de que efectivamente este esfuerzo de consulta a miles de maestros será escuchado; que la sg entregue los resolutivos alcanzados a los integrantes del pacto por méxico y a los legisladores,10. Transparencia y negociación,4. Rendición de cuentas exigitiva de derechos,Rendición de cuentas (derechos),0,0
C-097,22/07/2013,En contra,"hostigamientos por parte de autoridades municipales, así como de las empresas mineras, a las que acusaron incluso de contratar sicarios y golpeadores","[en contra] hostigamientos por parte de autoridades municipales, así como de las empresas mineras, a las que acusaron incluso de contratar sicarios y golpeadores",1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,0
C-097,22/07/2013,A favor,proteger derechos de poblaciones indígenas al goce preferencial del territorio y recursos naturales frente a las actividades mineras,[a favor] proteger derechos de poblaciones indígenas al goce preferencial del territorio y recursos naturales frente a las actividades mineras,"8. Defensa del espacio, los recursos y la cultura","2. Del territorio, espacio público y patrimonio cultural",Defensa nacional,0,0
C-097,22/07/2013,A favor,poner freno a las trasnacionales que saquean al país y afectan a las comunidades,[a favor] poner freno a las trasnacionales que saquean al país y afectan a las comunidades,"8. Defensa del espacio, los recursos y la cultura","1. Del medio ambiente, recursos naturales, biológicos y biodiversidad",Medio ambiente,0,0
C-097,22/07/2013,A favor,"regular la licencia social a través de los procedimientos y consulta o participación para los siguientes supuestos: concesiones para la explotación minera, concesiones para explotación y beneficio minero, las asignaciones para exploración minera que custodia el Servicio Geológico Mexicano, las prórrogas a concesiones para explotación y beneficio minero (y) los permisos de operación para actividades de beneficio minero","[a favor] regular la licencia social a través de los procedimientos y consulta o participación para los siguientes supuestos: concesiones para la explotación minera, concesiones para explotación y beneficio minero, las asignaciones para exploración minera que custodia el servicio geológico mexicano, las prórrogas a concesiones para explotación y beneficio minero (y) los permisos de operación para actividades de beneficio minero",3. Demandas a la administración pública,"4. Licencias, placas, uso del suelo, permisos, concesiones",Permisos,0,0
C-097,22/07/2013,En contra,Cláusulas de confidencialidad que hoy ocultan la información que deben entregar las empresas mineras al Estado,[en contra] cláusulas de confidencialidad que hoy ocultan la información que deben entregar las empresas mineras al estado,10. Transparencia y negociación,2. Rendición de cuentas informativa y explicativa,Rendición de cuentas (informativas),0,0
C-098,26/07/2013,En contra,feminicidios ocurridos en varias partes del país,[en contra] feminicidios,6. Protección de derechos de grupos vulnerables,6. Mujeres,Mujeres,0,0
C-098,26/07/2013,A favor,sanción al obispo de Aguascalientes por su intromisión en la labor legislativa del estado,[a favor] sanción al obispo de aguascalientes por su intromisión en la labor legislativa del estado,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-099,26/07/2013,A favor,la abrogación de las modificaciones a los artículos tercero y 73 constitucionales (reforma educativa y laboral).,[a favor] abrogar las modificaciones a los artículos tercero y 73 de la constitución y sus leyes reglamentarias (reforma educativa y laboral),7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-100,31/07/2013,A favor,que se destinen mayores recursos a la educación pública superior y para que se creen más espacios para egresados del bachillerato.,[a favor] que se destinen mayores recursos a la educación pública superior y para que se creen más espacios para egresados del bachillerato,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),3. Educación,Recursos (educación),0,0
C-101,08/08/2013,A favor,Regularización de la tenencia de tierras y solución de conflictos agrarios,[a favor] regularización de la tenencia de tierras y solución de conflictos agrarios,"8. Defensa del espacio, los recursos y la cultura","2. Del territorio, espacio público y patrimonio cultural",Defensa nacional,0,0
C-101,08/08/2013,A favor,"Castigo a responsables del asesinato de Nicolás López Hernández, cometido el 29 de abril en la comunidad de Kotolté, municipio de Tenejapa","[a favor] castigo a responsables del asesinato de nicolás lópez hernández, cometido el 29 de abril en la comunidad de kotolté, municipio de tenejapa",4. Justicia,2. Delitos específicos – 3. Homicidios,Homicidios,0,0
C-101,08/08/2013,A favor,Espacios en mercados públicos,[a favor] espacios en mercados públicos,3. Demandas a la administración pública,"4. Licencias, placas, uso del suelo, permisos, concesiones",Permisos,0,0
C-101,08/08/2013,A favor,Apoyo para el campo,[a favor] apoyo para el campo,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-102,10/08/2013,A favor,presentación con vida de las víctimas de desaparición forzada,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,0,0
C-102,10/08/2013,A favor,liberación de los presos políticos.,[a favor] liberación de los presos políticos,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-103,14/08/2013,A favor,la abrogación de las reformas y adiciones a los artículos 3 y 73 Constitucionales (reforma educativa),[a favor] abrogación de los artículos 3 y 73 constitucionales (reforma educativa),7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-103,14/08/2013,A favor,la aprobación de Leyes Secundarias turnadas a comisiones,[a favor] la aprobación de leyes secundarias turnadas a comisiones,7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,0
C-104,15/08/2013,A favor,"Encuentros con las comisiones de educación de ambas cámaras, con los líderes parlamentarios en el Congreso y con la Secretaría de Gobernación.","[a favor] encuentros con las comisiones de educación de ambas cámaras, con los líderes parlamentarios en el congreso y con la secretaría de gobernación",10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-104,15/08/2013,En contra,del envío a la Comisión Permanente del Congreso de las tres iniciativas de normas reglamentarias a las modificaciones de los artículos tercero y 73 constitucionales.,[en contra] del envío a la comisión permanente del congreso de las tres iniciativas de normas reglamentarias a las modificaciones de los artículos tercero y 73 constitucionales,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,0
C-104,15/08/2013,En contra,la Reforma Energética.,[en contra] reforma energética,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,0
C-104,15/08/2013,En contra,la Reforma Hacendaria,[en contra] reforma hacendaria,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,0
C-104,15/08/2013,En contra,se aprueben las iniciativas de normas reglamentarias referentes a la reforma educativa,[en contra] se aprueben las iniciativas de normas reglamentarias referentes a la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-105,19/08/2013,A favor,"de la renuncia del secretario de Educación estatal, Rodolfo Lara Lagunas","[a favor] de la renuncia del secretario de educación estatal, rodolfo lara lagunas",10. Transparencia y negociación,"5. Reinstalación, remoción o renuncia de funcionarios electos o designados. Desaparición de poderes en las entidades federativas.",Contra funcionarios electos,0,0
C-105,19/08/2013,En contra,Violación de derechos laborales,[en contra] violación de derechos laborales,5. Laborales,10. Violaciones a contratos colectivos de trabajo,Contratos colectivos,0,0
C-105,19/08/2013,A favor,"creación de plazas administrativas, docentes y directivas","[a favor] creación de plazas administrativas, docentes y directivas",5. Laborales,3. Demandas de empleo y de nuevas fuentes de empleo,Fuentes de empleo,0,0
C-105,19/08/2013,A favor,mesa de trabajo con las autoridades sobre la reforma educativa,[a favor] mesa de diálogo nacional por reforma educativa,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,1
C-105,19/08/2013,A favor,"programas emergentes de recategorización y apoyo a la educación, así como partidas especiales para proyectos de viviendas","[a favor] programas emergentes de recategorización y apoyo a la educación, así como partidas especiales para proyectos de viviendas",7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,0
C-106,19/08/2013,En contra,reforma educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-107,28/08/2013,En contra,reforma educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-108,29/08/2013,A favor,cese de los despidos injustificados,[a favor] cese de los despidos injustificados,5. Laborales,4. Despidos,Despidos,0,0
C-108,29/08/2013,En contra,reforma educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-108,29/08/2013,A favor,cese de la represión,[a favor] cese de la represión,1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,0
C-109,29/08/2013,En contra,"linchamiento mediático y de sectores empresariales contra los opositores a la reforma educativa, que busca generar condiciones para dar una salida represiva","[en contra] linchamiento mediático y de sectores empresariales contra los opositores a la reforma educativa, que busca generar condiciones para dar una salida represiva",6. Protección de derechos de grupos vulnerables,3. Derecho a la información verídica,Infomación verídica,0,1
C-109,29/08/2013,En contra, reforma educativa ,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-109,29/08/2013,A favor,que se agilice el pago de nuestros salarios,[a favor] que se agilice el pago de nuestros salarios,5. Laborales,9. Salarios,Salarios,0,0
C-110,01/09/2013,A favor,"libertad de Néstora Salgado, coordinadora de la Crac-PC en el municipio de Olinalá.","[a favor] libertad de néstora salgado, coordinadora de la crac-pc en el municipio de olinalá",4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-111,01/09/2013,A favor,reforma educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-111,01/09/2013,En contra,Ley General de Servicio Profesional Docente,[en contra] ley de servicio profesional docente (reforma educativa),7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,0
C-112,02/09/2013,En contra,Ley de Servicio Profesional Docente (reforma educativa),[en contra] ley de servicio profesional docente (reforma educativa),7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,1
C-113,02/09/2013,A favor,liberación de manifestantes detenidos el domingo ,[a favor] liberación de manifestantes detenidos el domingo,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-113,02/09/2013,En contra,Reforma educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-113,02/09/2013,En contra,Aprobación de la Ley del Servicio Profesional Docente,[en contra] aprobación de la ley del servicio profesional docente,7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,0
C-114,04/09/2013,En contra,Reforma educativa y leyes secundarias,[en contra] reforma educativa y sus leyes secundarias,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-115,06/09/2013,En contra,de los dirigentes de ambas secciones.,[en contra] de los dirigentes de ambas secciones,5. Laborales,8. Protestas por conflictos intra e intersindicales,Sindicales,0,0
C-116,08/09/2013,A favor,abrogación de la reforma educativa,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-117,11/09/2013,A favor,instalar una mesa nacional de negociación encabezada por el presidente Enrique Peña Nieto.,[a favor] instalar una mesa nacional de negociación encabezada por el presidente enrique peña nieto,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-117,11/09/2013,A favor,abrogar las modificaciones a los artículos tercero y 73 de la Constitución y sus leyes reglamentarias (reforma educativa y laboral),[a favor] abrogar las modificaciones a los artículos tercero y 73 de la constitución y sus leyes reglamentarias (reforma educativa y laboral),7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-117,11/09/2013,En contra,represión contra las bases que desobedecen las nuevas normas,[en contra] represión contra las bases que desobedecen las nuevas normas,1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,0
C-117,11/09/2013,A favor,iniciar el proceso de democratización del Sindicato Nacional de Trabajadores de la Educación (SNTE),[a favor] iniciar el proceso de democratización del sindicato nacional de trabajadores de la educación (snte),5. Laborales,8. Protestas por conflictos intra e intersindicales,Sindicales,0,0
C-118,11/09/2013,A favor,instalar una mesa nacional de negociación encabezada por el presidente Enrique Peña Nieto.,[a favor] instalar una mesa nacional de negociación encabezada por el presidente enrique peña nieto,10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-118,11/09/2013,A favor,abrogar las modificaciones a los artículos tercero y 73 de la Constitución y sus leyes reglamentarias (reforma educativa y laboral),[a favor] abrogar las modificaciones a los artículos tercero y 73 de la constitución y sus leyes reglamentarias (reforma educativa y laboral),7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-118,11/09/2013,En contra,represión contra las bases que desobedecen las nuevas normas,[en contra] represión contra las bases que desobedecen las nuevas normas,1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,0
C-118,11/09/2013,A favor,iniciar el proceso de democratización del Sindicato Nacional de Trabajadores de la Educación (SNTE),[a favor] iniciar el proceso de democratización del sindicato nacional de trabajadores de la educación (snte),5. Laborales,8. Protestas por conflictos intra e intersindicales,Sindicales,0,0
C-119,12/09/2013,En contra,"uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de Aquila, Michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza","[en contra] uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de aquila, michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza",4. Justicia,1. Acciones u omisiones de funcionarios públicos - 2. Abusos de policías y militares al margen de Eps,Abusos de policías y militares,0,0
C-119,12/09/2013,A favor,"llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión","[a favor] llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión","8. Defensa del espacio, los recursos y la cultura","2. Del territorio, espacio público y patrimonio cultural",Defensa nacional,0,0
C-119,12/09/2013,En contra,"política que se ha desplegado hacia los pueblos indígenas, la cual consideraron es excluyente y maneja los recursos para lujos y frivolidades","[en contra] política que se ha desplegado hacia los pueblos indígenas, la cual consideraron es excluyente y maneja los recursos para lujos y frivolidades",6. Protección de derechos de grupos vulnerables,4. Indígenas,Indígenas,0,0
C-120,12/09/2013,En contra,"uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de Aquila, Michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza","[en contra] uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de aquila, michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza",4. Justicia,1. Acciones u omisiones de funcionarios públicos - 2. Abusos de policías y militares al margen de Eps,Abusos de policías y militares,0,0
C-120,12/09/2013,A favor,"llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión","[a favor] llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión","8. Defensa del espacio, los recursos y la cultura","2. Del territorio, espacio público y patrimonio cultural",Defensa nacional,0,0
C-120,12/09/2013,En contra,"política que se ha desplegado hacia los pueblos indígenas, la cual consideraron es excluyente y maneja los recursos para lujos y frivolidades","[en contra] política que se ha desplegado hacia los pueblos indígenas, la cual consideraron es excluyente y maneja los recursos para lujos y frivolidades",6. Protección de derechos de grupos vulnerables,4. Indígenas,Indígenas,0,0
